Vendedor	Produto	Estado	Mês	Cliente	Valor	Quantidade
MIRIAN	Rodas aro 15"	CE	Setembro	Pessoa Jurídica	1020	96
MURILO	Rodas aro 16"	CE	Maio	Pessoa Jurídica	1340	96
ROBERTO	Rodas aro 17"	PB	Dezembro	Pessoa Física	1870	95
MYSLAINE	Rodas aro 18"	AC	Junho	Pessoa Jurídica	1910	94
KATIA	Rodas aro 19"	CE	Agosto	Pessoa Física	2240	94
VANESSA	Rodas aro 20"	MS	Março	Pessoa Física	2479	92
RENATA	Rodas aro 21"	PE	Setembro	Pessoa Física	3200	91
CAIO	Rodas aro 22"	SE	Julho	Pessoa Jurídica	3921	86
PRISCILA	Rodas aro 13"	SC	Março	Pessoa Jurídica	780	86
MIRIAN	Rodas aro 14"	PR	Agosto	Pessoa Jurídica	980	81
MURILO	Rodas aro 15"	RR	Julho	Pessoa Física	1020	80
ROBERTO	Rodas aro 16"	SP	Fevereiro	Pessoa Jurídica	1340	78
MYSLAINE	Rodas aro 17"	SE	Setembro	Pessoa Física	1870	77
KATIA	Rodas aro 18"	RS	Julho	Pessoa Física	1910	75
VANESSA	Rodas aro 19"	RN	Outubro	Pessoa Física	2240	75
RENATA	Rodas aro 20"	AL	Outubro	Pessoa Jurídica	2479	75
CAIO	Rodas aro 21"	RS	Dezembro	Pessoa Jurídica	3200	73
PRISCILA	Rodas aro 22"	BA	Agosto	Pessoa Jurídica	3921	72
MIRIAN	Rodas aro 13"	MT	Outubro	Pessoa Física	780	71
MURILO	Rodas aro 14"	RR	Março	Pessoa Jurídica	980	71
ROBERTO	Rodas aro 15"	MG	Abril	Pessoa Física	1020	65
MYSLAINE	Rodas aro 16"	PI	Outubro	Pessoa Física	1340	61
KATIA	Rodas aro 17"	SE	Abril	Pessoa Física	1870	61
VANESSA	Rodas aro 18"	SC	Setembro	Pessoa Jurídica	1910	60
RENATA	Rodas aro 19"	RR	Janeiro	Pessoa Jurídica	2240	60
CAIO	Rodas aro 20"	RS	Março	Pessoa Jurídica	2479	59
PRISCILA	Rodas aro 21"	SC	Maio	Pessoa Física	3200	58
MIRIAN	Rodas aro 22"	CE	Dezembro	Pessoa Jurídica	3921	56
MURILO	Rodas aro 13"	PR	Julho	Pessoa Física	780	55
ROBERTO	Rodas aro 14"	PE	Novembro	Pessoa Física	980	54
MYSLAINE	Rodas aro 15"	PB	Dezembro	Pessoa Física	1020	53
KATIA	Rodas aro 16"	RO	Agosto	Pessoa Jurídica	1340	52
VANESSA	Rodas aro 17"	RO	Setembro	Pessoa Jurídica	1870	50
RENATA	Rodas aro 18"	RJ	Abril	Pessoa Jurídica	1910	49
CAIO	Rodas aro 19"	RS	Agosto	Pessoa Física	2240	49
PRISCILA	Rodas aro 20"	RO	Agosto	Pessoa Jurídica	2479	46
MIRIAN	Rodas aro 21"	SC	Junho	Pessoa Física	3200	46
MURILO	Rodas aro 22"	SE	Agosto	Pessoa Física	3921	46
ROBERTO	Rodas aro 13"	SC	Novembro	Pessoa Física	780	45
MYSLAINE	Rodas aro 14"	MT	Outubro	Pessoa Jurídica	980	43
KATIA	Rodas aro 15"	DF	Novembro	Pessoa Jurídica	1020	42
VANESSA	Rodas aro 16"	SC	Janeiro	Pessoa Jurídica	1340	41
RENATA	Rodas aro 17"	GO	Outubro	Pessoa Física	1870	40
CAIO	Rodas aro 18"	PR	Dezembro	Pessoa Jurídica	1910	40
PRISCILA	Rodas aro 19"	RN	Março	Pessoa Física	2240	40
MIRIAN	Rodas aro 20"	PB	Agosto	Pessoa Física	2479	39
MURILO	Rodas aro 21"	AM	Junho	Pessoa Física	3200	39
ROBERTO	Rodas aro 22"	AP	Outubro	Pessoa Jurídica	3921	38
MYSLAINE	Rodas aro 13"	DF	Junho	Pessoa Jurídica	780	37
KATIA	Rodas aro 14"	MT	Junho	Pessoa Jurídica	980	37
VANESSA	Rodas aro 15"	AP	Setembro	Pessoa Física	1020	35
RENATA	Rodas aro 16"	AL	Novembro	Pessoa Jurídica	1340	34
CAIO	Rodas aro 17"	PI	Outubro	Pessoa Física	1870	32
PRISCILA	Rodas aro 18"	RR	Maio	Pessoa Física	1910	30
MIRIAN	Rodas aro 19"	SP	Novembro	Pessoa Física	2240	25
MURILO	Rodas aro 20"	DF	Fevereiro	Pessoa Jurídica	2479	24
ROBERTO	Rodas aro 21"	AL	Novembro	Pessoa Jurídica	3200	23
MYSLAINE	Rodas aro 22"	PB	Janeiro	Pessoa Jurídica	3921	23
KATIA	Rodas aro 13"	SE	Outubro	Pessoa Física	780	23
VANESSA	Rodas aro 14"	SP	Agosto	Pessoa Jurídica	980	22
RENATA	Rodas aro 15"	AP	Abril	Pessoa Física	1020	21
CAIO	Rodas aro 16"	MT	Abril	Pessoa Física	1340	20
PRISCILA	Rodas aro 17"	DF	Junho	Pessoa Física	1870	20
MIRIAN	Rodas aro 18"	SC	Julho	Pessoa Jurídica	1910	19
MURILO	Rodas aro 19"	PE	Março	Pessoa Jurídica	2240	18
ROBERTO	Rodas aro 20"	RS	Setembro	Pessoa Jurídica	2479	17
MYSLAINE	Rodas aro 21"	RJ	Julho	Pessoa Física	3200	16
KATIA	Rodas aro 22"	AL	Fevereiro	Pessoa Jurídica	3921	16
VANESSA	Rodas aro 13"	PA	Setembro	Pessoa Física	780	16
RENATA	Rodas aro 14"	SC	Setembro	Pessoa Física	980	16
CAIO	Rodas aro 15"	SP	Junho	Pessoa Física	1020	15
PRISCILA	Rodas aro 16"	AL	Outubro	Pessoa Jurídica	1340	15
MIRIAN	Rodas aro 17"	PA	Março	Pessoa Jurídica	1870	15
MURILO	Rodas aro 18"	PB	Junho	Pessoa Jurídica	1910	12
ROBERTO	Rodas aro 19"	GO	Novembro	Pessoa Física	2240	11
MYSLAINE	Rodas aro 20"	MS	Julho	Pessoa Jurídica	2479	10
KATIA	Rodas aro 21"	RJ	Setembro	Pessoa Física	3200	10
VANESSA	Rodas aro 22"	SC	Fevereiro	Pessoa Física	3921	9
RENATA	Rodas aro 13"	PB	Fevereiro	Pessoa Física	780	9
CAIO	Rodas aro 14"	PE	Março	Pessoa Jurídica	980	7
PRISCILA	Rodas aro 15"	ES	Agosto	Pessoa Jurídica	1020	6
MIRIAN	Rodas aro 16"	RO	Julho	Pessoa Jurídica	1340	4
MURILO	Rodas aro 17"	DF	Agosto	Pessoa Física	1870	4
ROBERTO	Rodas aro 18"	RN	Dezembro	Pessoa Jurídica	1910	110
MYSLAINE	Rodas aro 19"	MT	Março	Pessoa Física	2240	110
KATIA	Rodas aro 20"	RO	Setembro	Pessoa Física	2479	109
VANESSA	Rodas aro 21"	PB	Setembro	Pessoa Física	3200	108
RENATA	Rodas aro 22"	MS	Setembro	Pessoa Jurídica	3921	108
CAIO	Rodas aro 13"	DF	Setembro	Pessoa Jurídica	780	108
PRISCILA	Rodas aro 14"	RJ	Junho	Pessoa Jurídica	980	103
MIRIAN	Rodas aro 15"	PA	Maio	Pessoa Física	1020	103
MURILO	Rodas aro 16"	MA	Agosto	Pessoa Jurídica	1340	101
ROBERTO	Rodas aro 17"	SP	Julho	Pessoa Física	1870	101
MYSLAINE	Rodas aro 18"	AC	Fevereiro	Pessoa Física	1910	101
KATIA	Rodas aro 19"	BA	Junho	Pessoa Física	2240	100
VANESSA	Rodas aro 20"	PI	Abril	Pessoa Jurídica	2479	99
RENATA	Rodas aro 21"	SE	Julho	Pessoa Jurídica	3200	99
CAIO	Rodas aro 22"	AL	Novembro	Pessoa Jurídica	3921	99
PRISCILA	Rodas aro 13"	PE	Janeiro	Pessoa Física	780	98
MIRIAN	Rodas aro 14"	RJ	Novembro	Pessoa Jurídica	980	98
MURILO	Rodas aro 15"	RJ	Janeiro	Pessoa Física	1020	97
ROBERTO	Rodas aro 16"	SC	Novembro	Pessoa Física	1340	97
MYSLAINE	Rodas aro 17"	ES	Julho	Pessoa Física	1870	96
KATIA	Rodas aro 18"	MT	Setembro	Pessoa Jurídica	1910	96
VANESSA	Rodas aro 19"	RO	Maio	Pessoa Jurídica	2240	95
RENATA	Rodas aro 20"	MA	Abril	Pessoa Jurídica	2479	95
CAIO	Rodas aro 21"	RS	Setembro	Pessoa Física	3200	95
PRISCILA	Rodas aro 22"	PB	Setembro	Pessoa Jurídica	3921	94
MIRIAN	Rodas aro 13"	PA	Setembro	Pessoa Física	780	93
MURILO	Rodas aro 14"	SE	Setembro	Pessoa Física	980	93
ROBERTO	Rodas aro 15"	RN	Setembro	Pessoa Física	1020	93
MYSLAINE	Rodas aro 16"	PI	Março	Pessoa Jurídica	1340	92
KATIA	Rodas aro 17"	BA	Setembro	Pessoa Jurídica	1870	91
VANESSA	Rodas aro 18"	DF	Julho	Pessoa Jurídica	1910	90
RENATA	Rodas aro 19"	PI	Maio	Pessoa Física	2240	90
CAIO	Rodas aro 20"	BA	Junho	Pessoa Jurídica	2479	89
PRISCILA	Rodas aro 21"	PI	Janeiro	Pessoa Física	3200	88
MIRIAN	Rodas aro 22"	MA	Julho	Pessoa Física	3921	87
MURILO	Rodas aro 13"	MA	Novembro	Pessoa Física	780	87
ROBERTO	Rodas aro 14"	DF	Março	Pessoa Jurídica	980	87
MYSLAINE	Rodas aro 15"	AP	Janeiro	Pessoa Jurídica	1020	85
KATIA	Rodas aro 16"	RN	Junho	Pessoa Jurídica	1340	83
VANESSA	Rodas aro 17"	MA	Julho	Pessoa Física	1870	80
RENATA	Rodas aro 18"	MT	Maio	Pessoa Jurídica	1910	78
CAIO	Rodas aro 19"	DF	Dezembro	Pessoa Física	2240	77
PRISCILA	Rodas aro 20"	ES	Fevereiro	Pessoa Física	2479	75
MIRIAN	Rodas aro 21"	AP	Janeiro	Pessoa Física	3200	73
MURILO	Rodas aro 22"	RJ	Fevereiro	Pessoa Jurídica	3921	72
ROBERTO	Rodas aro 13"	SP	Outubro	Pessoa Jurídica	780	72
MYSLAINE	Rodas aro 14"	CE	Julho	Pessoa Jurídica	980	70
KATIA	Rodas aro 15"	DF	Dezembro	Pessoa Física	1020	69
VANESSA	Rodas aro 16"	MA	Julho	Pessoa Jurídica	1340	69
RENATA	Rodas aro 17"	SC	Setembro	Pessoa Física	1870	68
CAIO	Rodas aro 18"	SP	Abril	Pessoa Física	1910	68
PRISCILA	Rodas aro 19"	TO	Março	Pessoa Física	2240	67
MIRIAN	Rodas aro 20"	RN	Janeiro	Pessoa Jurídica	2479	67
MURILO	Rodas aro 21"	RR	Agosto	Pessoa Jurídica	3200	67
ROBERTO	Rodas aro 22"	MA	Janeiro	Pessoa Jurídica	3921	67
MYSLAINE	Rodas aro 13"	DF	Maio	Pessoa Física	780	65
KATIA	Rodas aro 14"	RJ	Dezembro	Pessoa Jurídica	980	64
VANESSA	Rodas aro 15"	RJ	Maio	Pessoa Física	1020	61
RENATA	Rodas aro 16"	AM	Janeiro	Pessoa Física	1340	59
CAIO	Rodas aro 17"	GO	Julho	Pessoa Física	1870	57
PRISCILA	Rodas aro 18"	BA	Junho	Pessoa Jurídica	1910	56
MIRIAN	Rodas aro 19"	CE	Junho	Pessoa Jurídica	2240	55
MURILO	Rodas aro 20"	AP	Janeiro	Pessoa Jurídica	2479	53
ROBERTO	Rodas aro 21"	MG	Outubro	Pessoa Física	3200	52
MYSLAINE	Rodas aro 22"	RS	Março	Pessoa Jurídica	3921	51
KATIA	Rodas aro 13"	PI	Julho	Pessoa Física	780	48
VANESSA	Rodas aro 14"	SC	Março	Pessoa Física	980	45
RENATA	Rodas aro 15"	GO	Setembro	Pessoa Física	1020	44
CAIO	Rodas aro 16"	RS	Julho	Pessoa Jurídica	1340	44
PRISCILA	Rodas aro 17"	SP	Maio	Pessoa Jurídica	1870	43
MIRIAN	Rodas aro 18"	ES	Dezembro	Pessoa Jurídica	1910	43
MURILO	Rodas aro 19"	SE	Fevereiro	Pessoa Física	2240	39
ROBERTO	Rodas aro 20"	CE	Junho	Pessoa Jurídica	2479	38
MYSLAINE	Rodas aro 21"	BA	Dezembro	Pessoa Física	3200	35
KATIA	Rodas aro 22"	TO	Fevereiro	Pessoa Física	3921	35
VANESSA	Rodas aro 13"	PI	Agosto	Pessoa Física	780	35
RENATA	Rodas aro 14"	AM	Setembro	Pessoa Jurídica	980	34
CAIO	Rodas aro 15"	DF	Novembro	Pessoa Jurídica	1020	31
PRISCILA	Rodas aro 16"	RS	Fevereiro	Pessoa Jurídica	1340	28
MIRIAN	Rodas aro 17"	RN	Janeiro	Pessoa Física	1870	28
MURILO	Rodas aro 18"	MT	Abril	Pessoa Jurídica	1910	27
ROBERTO	Rodas aro 19"	MT	Setembro	Pessoa Física	2240	26
MYSLAINE	Rodas aro 20"	AC	Dezembro	Pessoa Física	2479	26
KATIA	Rodas aro 21"	MS	Maio	Pessoa Física	3200	25
VANESSA	Rodas aro 22"	AL	Fevereiro	Pessoa Jurídica	3921	25
RENATA	Rodas aro 13"	PI	Novembro	Pessoa Jurídica	780	24
CAIO	Rodas aro 14"	SP	Fevereiro	Pessoa Jurídica	980	23
PRISCILA	Rodas aro 15"	PE	Dezembro	Pessoa Física	1020	21
MIRIAN	Rodas aro 16"	SC	Agosto	Pessoa Jurídica	1340	19
MURILO	Rodas aro 17"	PI	Junho	Pessoa Física	1870	18
ROBERTO	Rodas aro 18"	ES	Julho	Pessoa Física	1910	12
MYSLAINE	Rodas aro 19"	MG	Fevereiro	Pessoa Física	2240	9
KATIA	Rodas aro 20"	SC	Janeiro	Pessoa Jurídica	2479	8
VANESSA	Rodas aro 21"	MT	Junho	Pessoa Jurídica	3200	8
RENATA	Rodas aro 22"	MA	Outubro	Pessoa Jurídica	3921	7
CAIO	Rodas aro 13"	AC	Março	Pessoa Física	780	4
PRISCILA	Rodas aro 14"	MS	Dezembro	Pessoa Jurídica	980	4
MIRIAN	Rodas aro 15"	MG	Fevereiro	Pessoa Física	1020	110
MURILO	Rodas aro 16"	AM	Outubro	Pessoa Física	1340	110
ROBERTO	Rodas aro 17"	RN	Julho	Pessoa Física	1870	109
MYSLAINE	Rodas aro 18"	DF	Junho	Pessoa Jurídica	1910	109
KATIA	Rodas aro 19"	AC	Março	Pessoa Jurídica	2240	109
VANESSA	Rodas aro 20"	PI	Abril	Pessoa Jurídica	2479	109
RENATA	Rodas aro 21"	PI	Agosto	Pessoa Física	3200	107
CAIO	Rodas aro 22"	RR	Junho	Pessoa Jurídica	3921	106
PRISCILA	Rodas aro 13"	SP	Abril	Pessoa Física	780	106
MIRIAN	Rodas aro 14"	CE	Julho	Pessoa Física	980	105
MURILO	Rodas aro 15"	TO	Março	Pessoa Física	1020	103
ROBERTO	Rodas aro 16"	RO	Fevereiro	Pessoa Jurídica	1340	103
MYSLAINE	Rodas aro 17"	MT	Agosto	Pessoa Jurídica	1870	101
KATIA	Rodas aro 18"	AM	Agosto	Pessoa Jurídica	1910	100
VANESSA	Rodas aro 19"	AP	Agosto	Pessoa Física	2240	99
RENATA	Rodas aro 20"	GO	Abril	Pessoa Jurídica	2479	97
CAIO	Rodas aro 21"	MA	Março	Pessoa Física	3200	96
PRISCILA	Rodas aro 22"	BA	Janeiro	Pessoa Física	3921	95
MIRIAN	Rodas aro 13"	GO	Maio	Pessoa Física	780	94
MURILO	Rodas aro 14"	BA	Novembro	Pessoa Jurídica	980	93
ROBERTO	Rodas aro 15"	RN	Julho	Pessoa Jurídica	1020	92
MYSLAINE	Rodas aro 16"	CE	Outubro	Pessoa Jurídica	1340	91
KATIA	Rodas aro 17"	AL	Abril	Pessoa Física	1870	89
VANESSA	Rodas aro 18"	SP	Maio	Pessoa Jurídica	1910	86
RENATA	Rodas aro 19"	RJ	Fevereiro	Pessoa Física	2240	83
CAIO	Rodas aro 20"	PE	Novembro	Pessoa Física	2479	77
PRISCILA	Rodas aro 21"	MS	Junho	Pessoa Física	3200	77
MIRIAN	Rodas aro 22"	ES	Julho	Pessoa Jurídica	3921	75
MURILO	Rodas aro 13"	RR	Outubro	Pessoa Jurídica	780	75
ROBERTO	Rodas aro 14"	ES	Março	Pessoa Jurídica	980	74
MYSLAINE	Rodas aro 15"	SE	Abril	Pessoa Física	1020	74
KATIA	Rodas aro 16"	DF	Novembro	Pessoa Jurídica	1340	72
VANESSA	Rodas aro 17"	RR	Janeiro	Pessoa Física	1870	71
RENATA	Rodas aro 18"	ES	Outubro	Pessoa Física	1910	70
CAIO	Rodas aro 19"	SP	Maio	Pessoa Física	2240	70
PRISCILA	Rodas aro 20"	MT	Dezembro	Pessoa Jurídica	2479	70
MIRIAN	Rodas aro 21"	MS	Dezembro	Pessoa Jurídica	3200	69
MURILO	Rodas aro 22"	ES	Janeiro	Pessoa Jurídica	3921	67
ROBERTO	Rodas aro 13"	SE	Agosto	Pessoa Física	780	65
MYSLAINE	Rodas aro 14"	PA	Março	Pessoa Jurídica	980	63
KATIA	Rodas aro 15"	RO	Novembro	Pessoa Física	1020	62
VANESSA	Rodas aro 16"	DF	Outubro	Pessoa Física	1340	59
RENATA	Rodas aro 17"	SC	Maio	Pessoa Física	1870	57
CAIO	Rodas aro 18"	MG	Maio	Pessoa Jurídica	1910	56
PRISCILA	Rodas aro 19"	MT	Junho	Pessoa Jurídica	2240	55
MIRIAN	Rodas aro 20"	SP	Fevereiro	Pessoa Jurídica	2479	54
MURILO	Rodas aro 21"	PB	Outubro	Pessoa Física	3200	53
ROBERTO	Rodas aro 22"	TO	Dezembro	Pessoa Jurídica	3921	53
MYSLAINE	Rodas aro 13"	GO	Junho	Pessoa Física	780	52
KATIA	Rodas aro 14"	CE	Abril	Pessoa Física	980	52
VANESSA	Rodas aro 15"	TO	Março	Pessoa Física	1020	50
RENATA	Rodas aro 16"	AC	Janeiro	Pessoa Jurídica	1340	48
CAIO	Rodas aro 17"	MT	Outubro	Pessoa Jurídica	1870	47
PRISCILA	Rodas aro 18"	AP	Janeiro	Pessoa Jurídica	1910	47
MIRIAN	Rodas aro 19"	DF	Novembro	Pessoa Física	2240	45
MURILO	Rodas aro 20"	AC	Dezembro	Pessoa Jurídica	2479	43
ROBERTO	Rodas aro 21"	PE	Maio	Pessoa Física	3200	42
MYSLAINE	Rodas aro 22"	RO	Julho	Pessoa Física	3921	41
KATIA	Rodas aro 13"	BA	Novembro	Pessoa Física	780	41
VANESSA	Rodas aro 14"	ES	Junho	Pessoa Jurídica	980	40
RENATA	Rodas aro 15"	ES	Abril	Pessoa Jurídica	1020	40
CAIO	Rodas aro 16"	DF	Setembro	Pessoa Jurídica	1340	40
PRISCILA	Rodas aro 17"	BA	Agosto	Pessoa Física	1870	40
MIRIAN	Rodas aro 18"	RN	Dezembro	Pessoa Jurídica	1910	39
MURILO	Rodas aro 19"	SC	Dezembro	Pessoa Física	2240	39
ROBERTO	Rodas aro 20"	PA	Setembro	Pessoa Física	2479	37
MYSLAINE	Rodas aro 21"	MG	Fevereiro	Pessoa Física	3200	37
KATIA	Rodas aro 22"	SE	Dezembro	Pessoa Jurídica	3921	33
VANESSA	Rodas aro 13"	CE	Novembro	Pessoa Jurídica	780	31
RENATA	Rodas aro 14"	AC	Abril	Pessoa Jurídica	980	31
CAIO	Rodas aro 15"	SE	Agosto	Pessoa Física	1020	28
PRISCILA	Rodas aro 16"	RO	Novembro	Pessoa Jurídica	1340	28
MIRIAN	Rodas aro 17"	PA	Abril	Pessoa Física	1870	28
MURILO	Rodas aro 18"	PA	Abril	Pessoa Física	1910	27
ROBERTO	Rodas aro 19"	PI	Junho	Pessoa Física	2240	27
MYSLAINE	Rodas aro 20"	RO	Março	Pessoa Jurídica	2479	26
KATIA	Rodas aro 21"	AM	Maio	Pessoa Jurídica	3200	26
VANESSA	Rodas aro 22"	RO	Junho	Pessoa Jurídica	3921	24
RENATA	Rodas aro 13"	PR	Julho	Pessoa Física	780	22
CAIO	Rodas aro 14"	TO	Outubro	Pessoa Jurídica	980	22
PRISCILA	Rodas aro 15"	MS	Fevereiro	Pessoa Física	1020	21
MIRIAN	Rodas aro 16"	SC	Junho	Pessoa Física	1340	21
MURILO	Rodas aro 17"	SE	Fevereiro	Pessoa Física	1870	20
ROBERTO	Rodas aro 18"	PR	Dezembro	Pessoa Jurídica	1910	19
MYSLAINE	Rodas aro 19"	RJ	Dezembro	Pessoa Jurídica	2240	19
KATIA	Rodas aro 20"	RN	Fevereiro	Pessoa Jurídica	2479	19
VANESSA	Rodas aro 21"	TO	Fevereiro	Pessoa Física	3200	18
RENATA	Rodas aro 22"	AP	Janeiro	Pessoa Jurídica	3921	17
CAIO	Rodas aro 13"	RJ	Outubro	Pessoa Física	780	15
PRISCILA	Rodas aro 14"	AP	Junho	Pessoa Física	980	14
MIRIAN	Rodas aro 15"	MS	Novembro	Pessoa Física	1020	13
MURILO	Rodas aro 16"	SE	Outubro	Pessoa Jurídica	1340	13
ROBERTO	Rodas aro 17"	TO	Fevereiro	Pessoa Jurídica	1870	11
MYSLAINE	Rodas aro 18"	PB	Janeiro	Pessoa Jurídica	1910	9
KATIA	Rodas aro 19"	ES	Dezembro	Pessoa Física	2240	8
VANESSA	Rodas aro 20"	PA	Março	Pessoa Jurídica	2479	3
RENATA	Rodas aro 21"	PB	Setembro	Pessoa Física	3200	3
CAIO	Rodas aro 22"	PA	Outubro	Pessoa Física	3921	2
PRISCILA	Rodas aro 13"	PR	Abril	Pessoa Física	780	107
MIRIAN	Rodas aro 14"	MA	Setembro	Pessoa Jurídica	980	107
MURILO	Rodas aro 15"	AC	Novembro	Pessoa Jurídica	1020	106
ROBERTO	Rodas aro 16"	SP	Outubro	Pessoa Jurídica	1340	106
MYSLAINE	Rodas aro 17"	RJ	Abril	Pessoa Física	1870	105
KATIA	Rodas aro 18"	GO	Julho	Pessoa Jurídica	1910	103
VANESSA	Rodas aro 19"	RJ	Setembro	Pessoa Física	2240	103
RENATA	Rodas aro 20"	PB	Agosto	Pessoa Física	2479	102
CAIO	Rodas aro 21"	SE	Dezembro	Pessoa Física	3200	101
PRISCILA	Rodas aro 22"	AM	Janeiro	Pessoa Jurídica	3921	101
MIRIAN	Rodas aro 13"	PI	Dezembro	Pessoa Jurídica	780	99
MURILO	Rodas aro 14"	RJ	Janeiro	Pessoa Jurídica	980	98
ROBERTO	Rodas aro 15"	TO	Janeiro	Pessoa Física	1020	95
MYSLAINE	Rodas aro 16"	RO	Março	Pessoa Jurídica	1340	94
KATIA	Rodas aro 17"	MG	Agosto	Pessoa Física	1870	93
VANESSA	Rodas aro 18"	GO	Abril	Pessoa Física	1910	93
RENATA	Rodas aro 19"	RJ	Fevereiro	Pessoa Física	2240	92
CAIO	Rodas aro 20"	RO	Julho	Pessoa Jurídica	2479	91
PRISCILA	Rodas aro 21"	RN	Março	Pessoa Jurídica	3200	91
MIRIAN	Rodas aro 22"	BA	Setembro	Pessoa Jurídica	3921	90
MURILO	Rodas aro 13"	RS	Janeiro	Pessoa Física	780	90
ROBERTO	Rodas aro 14"	RJ	Setembro	Pessoa Jurídica	980	89
MYSLAINE	Rodas aro 15"	GO	Outubro	Pessoa Física	1020	89
KATIA	Rodas aro 16"	RN	Janeiro	Pessoa Física	1340	88
VANESSA	Rodas aro 17"	RN	Julho	Pessoa Física	1870	88
RENATA	Rodas aro 18"	RJ	Janeiro	Pessoa Jurídica	1910	87
CAIO	Rodas aro 19"	MA	Maio	Pessoa Jurídica	2240	86
PRISCILA	Rodas aro 20"	PE	Novembro	Pessoa Jurídica	2479	86
MIRIAN	Rodas aro 21"	SE	Novembro	Pessoa Física	3200	81
MURILO	Rodas aro 22"	SP	Janeiro	Pessoa Jurídica	3921	81
ROBERTO	Rodas aro 13"	DF	Dezembro	Pessoa Física	780	81
MYSLAINE	Rodas aro 14"	PE	Julho	Pessoa Física	980	80
KATIA	Rodas aro 15"	PE	Fevereiro	Pessoa Física	1020	79
VANESSA	Rodas aro 16"	PR	Março	Pessoa Jurídica	1340	78
RENATA	Rodas aro 17"	RO	Agosto	Pessoa Jurídica	1870	78
CAIO	Rodas aro 18"	PA	Junho	Pessoa Jurídica	1910	76
PRISCILA	Rodas aro 19"	ES	Março	Pessoa Física	2240	75
MIRIAN	Rodas aro 20"	SE	Setembro	Pessoa Jurídica	2479	75
MURILO	Rodas aro 21"	MG	Junho	Pessoa Física	3200	75
ROBERTO	Rodas aro 22"	MG	Novembro	Pessoa Física	3921	74
MYSLAINE	Rodas aro 13"	PR	Agosto	Pessoa Física	780	74
KATIA	Rodas aro 14"	AP	Junho	Pessoa Jurídica	980	74
VANESSA	Rodas aro 15"	AM	Fevereiro	Pessoa Jurídica	1020	72
RENATA	Rodas aro 16"	PE	Outubro	Pessoa Jurídica	1340	72
CAIO	Rodas aro 17"	RO	Agosto	Pessoa Física	1870	69
PRISCILA	Rodas aro 18"	PI	Dezembro	Pessoa Jurídica	1910	67
MIRIAN	Rodas aro 19"	RN	Setembro	Pessoa Física	2240	64
MURILO	Rodas aro 20"	AC	Julho	Pessoa Física	2479	63
ROBERTO	Rodas aro 21"	TO	Abril	Pessoa Física	3200	62
MYSLAINE	Rodas aro 22"	SE	Outubro	Pessoa Jurídica	3921	61
KATIA	Rodas aro 13"	MA	Outubro	Pessoa Jurídica	780	61
VANESSA	Rodas aro 14"	ES	Outubro	Pessoa Jurídica	980	60
RENATA	Rodas aro 15"	SC	Agosto	Pessoa Física	1020	58
CAIO	Rodas aro 16"	AM	Setembro	Pessoa Jurídica	1340	52
PRISCILA	Rodas aro 17"	SE	Fevereiro	Pessoa Física	1870	50
MIRIAN	Rodas aro 18"	SC	Agosto	Pessoa Física	1910	49
MURILO	Rodas aro 19"	AL	Novembro	Pessoa Física	2240	45
ROBERTO	Rodas aro 20"	AM	Outubro	Pessoa Jurídica	2479	44
MYSLAINE	Rodas aro 21"	SP	Fevereiro	Pessoa Jurídica	3200	43
KATIA	Rodas aro 22"	MS	Abril	Pessoa Jurídica	3921	43
VANESSA	Rodas aro 13"	MT	Dezembro	Pessoa Física	780	41
RENATA	Rodas aro 14"	SP	Novembro	Pessoa Jurídica	980	41
CAIO	Rodas aro 15"	RO	Julho	Pessoa Física	1020	40
PRISCILA	Rodas aro 16"	AP	Abril	Pessoa Física	1340	39
MIRIAN	Rodas aro 17"	CE	Dezembro	Pessoa Física	1870	38
MURILO	Rodas aro 18"	SP	Outubro	Pessoa Jurídica	1910	37
ROBERTO	Rodas aro 19"	SP	Agosto	Pessoa Jurídica	2240	37
MYSLAINE	Rodas aro 20"	MS	Dezembro	Pessoa Jurídica	2479	36
KATIA	Rodas aro 21"	PE	Março	Pessoa Física	3200	35
VANESSA	Rodas aro 22"	SP	Novembro	Pessoa Jurídica	3921	34
RENATA	Rodas aro 13"	MT	Junho	Pessoa Física	780	34
CAIO	Rodas aro 14"	PI	Março	Pessoa Física	980	33
PRISCILA	Rodas aro 15"	AL	Outubro	Pessoa Física	1020	33
MIRIAN	Rodas aro 16"	SE	Julho	Pessoa Jurídica	1340	29
MURILO	Rodas aro 17"	AM	Setembro	Pessoa Jurídica	1870	25
ROBERTO	Rodas aro 18"	CE	Maio	Pessoa Jurídica	1910	21
MYSLAINE	Rodas aro 19"	AC	Maio	Pessoa Física	2240	19
KATIA	Rodas aro 20"	RS	Maio	Pessoa Jurídica	2479	17
VANESSA	Rodas aro 21"	ES	Julho	Pessoa Física	3200	15
RENATA	Rodas aro 22"	MT	Setembro	Pessoa Física	3921	15
CAIO	Rodas aro 13"	RO	Outubro	Pessoa Física	780	14
PRISCILA	Rodas aro 14"	MG	Abril	Pessoa Jurídica	980	14
MIRIAN	Rodas aro 15"	MG	Fevereiro	Pessoa Jurídica	1020	12
MURILO	Rodas aro 16"	DF	Janeiro	Pessoa Jurídica	1340	11
ROBERTO	Rodas aro 17"	ES	Junho	Pessoa Física	1870	11
MYSLAINE	Rodas aro 18"	SP	Março	Pessoa Jurídica	1910	11
